year,player,country,club,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
2008,Cristiano Ronaldo,Portugal,Manchester United,0d5882c8-70e9-4251-aa34-f21e82ffa06a,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2009,Lionel Messi,Argentina,Barcelona,2514a4e6-e474-431c-93b4-5e6f23cb46ef,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2010,Lionel Messi,Argentina,Barcelona,2001cd78-67de-454c-b5d9-4bda60a6163c,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2011,Lionel Messi,Argentina,Barcelona,174922d7-9745-44e7-b877-ca1cca1f2fee,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2012,Lionel Messi,Argentina,Barcelona,dd5fa810-1258-4191-b7ab-b35f141807a6,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2013,Cristiano Ronaldo,Portugal,Real Madrid,279f3600-1d53-4aeb-b654-417f001e0868,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2014,Cristiano Ronaldo,Portugal,Real Madrid,6f15ac9d-848b-44e8-a11a-c12526b2afc4,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2015,Lionel Messi,Argentina,Barcelona,12a0972a-21dc-45c7-b55f-a9665424f9b5,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2016,Cristiano Ronaldo,Portugal,Real Madrid,6cf1d126-4fb6-46b5-a52c-6cc7b47906ca,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2017,Cristiano Ronaldo,Portugal,Real Madrid,71510e50-3314-4c84-b2bb-097d1d1fb467,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2018,Luka Modrić,Croatia,Real Madrid,8b65ff00-b2d9-4666-98f1-b6d68ddd0788,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2019,Lionel Messi,Argentina,Barcelona,51c03d66-b4c2-498f-850c-09b4e4f34212,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2020,NOT AWARDED,,COVID-19 pandemic cancellation,57435f96-53e6-4267-8898-6cc1b0d860ab,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2021,Lionel Messi,Argentina,Paris Saint-Germain,7e531be4-cd8e-4ce2-ae20-d08f60609272,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2022,Karim Benzema,France,Real Madrid,eb9a1814-5611-43fa-96fb-25ddc147843d,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2023,Lionel Messi,Argentina,Paris Saint-Germain,87b66b25-315e-44e1-8901-2eb382dc1297,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2024,Rodri,Spain,Manchester City,d46fd8c6-7eb8-413a-80ed-c30ee4b312a9,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
2025,Ousmane Dembélé,France,Paris Saint-Germain,7a570ce2-0a0c-4431-9a3f-b8443bd7aad9,2026-08-14T11:39:34.850090,ballon_dor_awards.xml,XML_BALLON,920a11d2-427d-4b6a-b1df-29a230886098
