edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
11,1978,Argentina,Argentina,Netherlands,Brazil,Italy,16,38,102,2.68,1545791,Mario Kempes,Argentina,6,June 1,June 25,Buenos Aires,Yes,Knockout,b8e9e8d2-d8fe-4da6-891a-e34527a31cd7,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
12,1982,Spain,Italy,West Germany,Poland,France,24,52,146,2.81,1766277,Paolo Rossi,Italy,6,June 13,July 11,Madrid,No,Knockout,d2e5e592-8d68-495b-81bd-0be6b1932699,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
13,1986,Mexico,Argentina,West Germany,France,Belgium,24,52,132,2.54,2394031,Gary Lineker,England,6,May 31,June 29,Mexico City,No,Knockout,f7cea205-1241-4794-9eff-6ce0fea13b3b,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
14,1990,Italy,West Germany,Argentina,Italy,England,24,52,115,2.21,2516215,Salvatore Schillaci,Italy,6,June 8,July 8,Rome,No,Knockout,836f67d8-b92c-43e5-b36c-06ddf7d90927,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
15,1994,United States,Brazil,Italy,Sweden,Bulgaria,24,52,141,2.71,3587538,Hristo Stoichkov / Oleg Salenko,Bulgaria / Russia,6,June 17,July 17,Pasadena,No,Knockout,581cc7c9-abca-4f68-99b5-bff4d958c962,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
16,1998,France,France,Brazil,Croatia,Netherlands,32,64,171,2.67,2785100,Davor Šuker,Croatia,6,June 10,July 12,Paris,Yes,Knockout,26608051-d264-43b9-8284-06241cca0746,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
17,2002,South Korea / Japan,Brazil,Germany,Turkey,South Korea,32,64,161,2.52,2705197,Ronaldo,Brazil,8,May 31,June 30,Yokohama,No,Knockout,2b1c94c9-01a7-4664-91cf-30babbc1d65d,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
18,2006,Germany,Italy,France,Germany,Portugal,32,64,147,2.3,3359439,Miroslav Klose,Germany,5,June 9,July 9,Berlin,No,Knockout,4a5b9844-df1b-4f35-a278-3458f5cc0a35,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
19,2010,South Africa,Spain,Netherlands,Germany,Uruguay,32,64,145,2.27,3178856,Thomas Müller / Wesley Sneijder / David Villa / Diego Forlán,Multiple,5,June 11,July 11,Johannesburg,No,Knockout,bab8e987-9ace-4594-88b6-5a43a3c75a41,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
20,2014,Brazil,Germany,Argentina,Netherlands,Brazil,32,64,171,2.67,3429873,James Rodríguez,Colombia,6,June 12,July 13,Rio de Janeiro,No,Knockout,5ecbe2d0-1652-4c2a-b621-3020aafb0431,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
21,2018,Russia,France,Croatia,Belgium,England,32,64,169,2.64,3031768,Harry Kane,England,6,June 14,July 15,Moscow,No,Knockout,73d9b4c1-1476-44b1-ba4e-0000ba85dc14,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
22,2022,Qatar,Argentina,France,Croatia,Morocco,32,64,172,2.69,3404252,Kylian Mbappé,France,8,November 20,December 18,Lusail,No,Knockout,60a79e4d-7ece-48cc-b8a7-90891faad45c,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
