year,host,award_type,winner,country,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
2006,Germany,golden_ball,Zinedine Zidane,France,d4121171-3949-44b3-8ce5-34f20d9f13e4,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2006,Germany,golden_glove,Gianluigi Buffon,Italy,f8040a09-41fb-492e-9941-ec2d8af96dae,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2006,Germany,best_young_player,Lukas Podolski,Germany,49986f67-22a6-45f7-ae44-752eb195204a,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2010,South Africa,golden_ball,Diego Forlán,Uruguay,4c56c464-2636-49c1-b445-e1f34b59e1aa,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2010,South Africa,golden_glove,Iker Casillas,Spain,3c554f66-b9fb-48bf-bc92-96a283ab54be,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2010,South Africa,best_young_player,Thomas Müller,Germany,99a37625-ee7f-4bc6-be99-3e2584ff450b,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2014,Brazil,golden_ball,Lionel Messi,Argentina,ae1377b9-669b-446b-91f9-3c2927a6038f,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2014,Brazil,golden_glove,Manuel Neuer,Germany,5c3ce17f-90a8-442e-8560-047f87c715ab,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2014,Brazil,best_young_player,Paul Pogba,France,c4b34243-3088-45cb-8863-92d9b349c22d,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2018,Russia,golden_ball,Luka Modrić,Croatia,dcba6ae9-c225-4d06-8e02-54e0e4ca764f,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2018,Russia,golden_glove,Thibaut Courtois,Belgium,606fb540-9c1b-430a-8802-4881277c81c0,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2018,Russia,best_young_player,Kylian Mbappé,France,acc34c5b-8f5a-4cd5-a960-4d279ea9ba7a,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2022,Qatar,golden_ball,Lionel Messi,Argentina,576c7552-3e39-4b16-b61f-3e3c9bfd8241,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2022,Qatar,golden_glove,Emiliano Martínez,Argentina,040296ee-b6f4-43fe-8376-02b8fa9e48c6,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2022,Qatar,best_young_player,Enzo Fernández,Argentina,da5c45c5-c381-44a5-aaf9-3b0c3fc2449f,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2026,USA/Canada/Mexico,golden_ball,Rodri,Spain,9ea37842-236c-44bd-a088-f93fdef1da9a,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2026,USA/Canada/Mexico,golden_glove,Unai Simón,Spain,99f790b4-2124-4654-8a2b-d456dbd59f26,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
2026,USA/Canada/Mexico,best_young_player,Pau Cubarsí,Spain,93190982-4a7b-49d2-a789-5384cb1681e9,2026-08-18T10:50:59.075181,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-18T10:50:47.652167+00:00
